Property,Model,Nanofluid_Type,Temperature_C,Concentration_vol,Predicted
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,45.0,0.00625,0.6859644666666633
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,45.5,0.00625,0.6864280666666633
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,46.0,0.00625,0.6864280666666633
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,46.5,0.00625,0.6864280666666633
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,47.0,0.00625,0.6864280666666633
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,47.5,0.00625,0.6864280666666633
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,48.0,0.00625,0.6940786833333384
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,48.5,0.00625,0.6940786833333384
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,49.0,0.00625,0.6940786833333384
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,49.5,0.00625,0.6940786833333384
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,50.0,0.00625,0.6940786833333384
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,10.0,0.00625,0.5910414499999965
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,10.5,0.00625,0.5910414499999965
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,11.0,0.00625,0.5910414499999965
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,11.5,0.00625,0.5910414499999965
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,12.0,0.00625,0.5910414499999965
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,12.5,0.00625,0.5910414499999965
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,13.0,0.00625,0.607559616666667
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,13.5,0.00625,0.607559616666667
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,14.0,0.00625,0.607559616666667
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,14.5,0.00625,0.607559616666667
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,15.0,0.00625,0.607559616666667
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,15.5,0.00625,0.6075936333333337
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,16.0,0.00625,0.6075936333333337
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,16.5,0.00625,0.6075936333333337
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,17.0,0.00625,0.6075936333333337
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,17.5,0.00625,0.6075936333333337
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,18.0,0.00625,0.6217956666666735
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,18.5,0.00625,0.6217956666666735
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,19.0,0.00625,0.6217956666666735
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,19.5,0.00625,0.6217956666666735
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,20.0,0.00625,0.6217956666666735
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,20.5,0.00625,0.6218553000000068
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,21.0,0.00625,0.6218553000000068
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,21.5,0.00625,0.6218553000000068
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,22.0,0.00625,0.6218553000000068
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,22.5,0.00625,0.6218553000000068
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,23.0,0.00625,0.6390302500000047
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,23.5,0.00625,0.6390302500000047
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,24.0,0.00625,0.6390302500000047
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,24.5,0.00625,0.6390302500000047
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,25.0,0.00625,0.6390302500000047
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,25.5,0.00625,0.6391251500000047
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,26.0,0.00625,0.6391251500000047
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,26.5,0.00625,0.6391251500000047
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,27.0,0.00625,0.6391251500000047
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,27.5,0.00625,0.6391251500000047
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,28.0,0.00625,0.653369449999997
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,28.5,0.00625,0.653369449999997
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,29.0,0.00625,0.653369449999997
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,29.5,0.00625,0.653369449999997
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,30.0,0.00625,0.653369449999997
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,30.5,0.00625,0.6534374833333303
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,31.0,0.00625,0.6534374833333303
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,31.5,0.00625,0.6534374833333303
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,32.0,0.00625,0.6534374833333303
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,32.5,0.00625,0.6534374833333303
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,33.0,0.00625,0.6638236833333314
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,33.5,0.00625,0.6638236833333314
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,34.0,0.00625,0.6638236833333314
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,34.5,0.00625,0.6638236833333314
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,35.0,0.00625,0.6638236833333314
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,35.5,0.00625,0.6640607333333316
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,36.0,0.00625,0.6640607333333316
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,36.5,0.00625,0.6640607333333316
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,37.0,0.00625,0.6640607333333316
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,37.5,0.00625,0.6640607333333316
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,38.0,0.00625,0.6742029500000051
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,38.5,0.00625,0.6742029500000051
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,39.0,0.00625,0.6742029500000051
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,39.5,0.00625,0.6742029500000051
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,40.0,0.00625,0.6742029500000051
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,40.5,0.00625,0.6745269166666717
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,41.0,0.00625,0.6745269166666717
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,41.5,0.00625,0.6745269166666717
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,42.0,0.00625,0.6745269166666717
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,42.5,0.00625,0.6745269166666717
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,43.0,0.00625,0.6859644666666633
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,43.5,0.00625,0.6859644666666633
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,44.0,0.00625,0.6859644666666633
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,44.5,0.00625,0.6859644666666633
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,45.0,0.00625,0.6859644666666633
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,45.5,0.00625,0.6864280666666633
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,46.0,0.00625,0.6864280666666633
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,46.5,0.00625,0.6864280666666633
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,47.0,0.00625,0.6864280666666633
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,47.5,0.00625,0.6864280666666633
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,48.0,0.00625,0.6940786833333384
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,48.5,0.00625,0.6940786833333384
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,49.0,0.00625,0.6940786833333384
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,49.5,0.00625,0.6940786833333384
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,50.0,0.00625,0.6940786833333384
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,10.0,0.05,0.6194089166666675
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,10.5,0.05,0.6194089166666675
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,11.0,0.05,0.6194089166666675
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,11.5,0.05,0.6194089166666675
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,12.0,0.05,0.6194089166666675
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,12.5,0.05,0.6194089166666675
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,13.0,0.05,0.6307228000000064
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,13.5,0.05,0.6307228000000064
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,14.0,0.05,0.6307228000000064
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,14.5,0.05,0.6307228000000064
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,15.0,0.05,0.6307228000000064
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,15.5,0.05,0.6307228000000064
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,16.0,0.05,0.6307228000000064
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,16.5,0.05,0.6307228000000064
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,17.0,0.05,0.6307228000000064
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,17.5,0.05,0.6307228000000064
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,18.0,0.05,0.6441637166666725
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,18.5,0.05,0.6441637166666725
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,19.0,0.05,0.6441637166666725
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,19.5,0.05,0.6441637166666725
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,20.0,0.05,0.6441637166666725
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,20.5,0.05,0.6441637166666725
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,21.0,0.05,0.6441637166666725
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,21.5,0.05,0.6441637166666725
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,22.0,0.05,0.6441637166666725
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,22.5,0.05,0.6441637166666725
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,23.0,0.05,0.6560801666666648
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,23.5,0.05,0.6560801666666648
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,24.0,0.05,0.6560801666666648
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,24.5,0.05,0.6560801666666648
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,25.0,0.05,0.6560801666666648
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,25.5,0.05,0.6560801666666648
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,26.0,0.05,0.6560801666666648
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,26.5,0.05,0.6560801666666648
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,27.0,0.05,0.6560801666666648
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,27.5,0.05,0.6560801666666648
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,28.0,0.05,0.6705849333333268
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,28.5,0.05,0.6705849333333268
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,29.0,0.05,0.6705849333333268
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,29.5,0.05,0.6705849333333268
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,30.0,0.05,0.6705849333333268
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,30.5,0.05,0.6705849333333268
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,31.0,0.05,0.6705849333333268
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,31.5,0.05,0.6705849333333268
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,32.0,0.05,0.6705849333333268
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,32.5,0.05,0.6705849333333268
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,33.0,0.05,0.6833516833333282
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,33.5,0.05,0.6833516833333282
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,34.0,0.05,0.6833516833333282
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,34.5,0.05,0.6833516833333282
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,35.0,0.05,0.6833516833333282
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,35.5,0.05,0.6833624333333281
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,36.0,0.05,0.6833624333333281
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,36.5,0.05,0.6833624333333281
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,37.0,0.05,0.6833624333333281
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,37.5,0.05,0.6833624333333281
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,38.0,0.05,0.6965452499999978
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,38.5,0.05,0.6965452499999978
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,39.0,0.05,0.6965452499999978
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,39.5,0.05,0.6965452499999978
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,40.0,0.05,0.6965452499999978
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,40.5,0.05,0.6966491166666645
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,41.0,0.05,0.6966491166666645
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,41.5,0.05,0.6966491166666645
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,42.0,0.05,0.6966491166666645
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,42.5,0.05,0.6966491166666645
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,43.0,0.05,0.7089864666666699
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,43.5,0.05,0.7089864666666699
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,44.0,0.05,0.7089864666666699
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,44.5,0.05,0.7089864666666699
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,45.0,0.05,0.7089864666666699
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,45.5,0.05,0.7092313333333365
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,46.0,0.05,0.7092313333333365
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,46.5,0.05,0.7092313333333365
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,47.0,0.05,0.7092313333333365
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,47.5,0.05,0.7092313333333365
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,48.0,0.05,0.7192178166666592
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,48.5,0.05,0.7192178166666592
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,49.0,0.05,0.7192178166666592
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,49.5,0.05,0.7192178166666592
Thermal Conductivity,RF,Fe3O4-Al2O3-TiO2,50.0,0.05,0.7192178166666592
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,10.0,0.05,0.6154196333333343
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,10.5,0.05,0.6154196333333343
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,11.0,0.05,0.6154196333333343
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,11.5,0.05,0.6154196333333343
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,12.0,0.05,0.6154196333333343
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,12.5,0.05,0.6154196333333343
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,13.0,0.05,0.6270718166666738
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,13.5,0.05,0.6270718166666738
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,14.0,0.05,0.6270718166666738
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,14.5,0.05,0.6270718166666738
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,15.0,0.05,0.6270718166666738
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,15.5,0.05,0.6270718166666738
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,16.0,0.05,0.6270718166666738
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,16.5,0.05,0.6270718166666738
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,17.0,0.05,0.6270718166666738
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,17.5,0.05,0.6270718166666738
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,18.0,0.05,0.6397823833333334
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,18.5,0.05,0.6397823833333334
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,19.0,0.05,0.6397823833333334
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,19.5,0.05,0.6397823833333334
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,20.0,0.05,0.6397823833333334
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,20.5,0.05,0.6397823833333334
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,21.0,0.05,0.6397823833333334
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,21.5,0.05,0.6397823833333334
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,22.0,0.05,0.6397823833333334
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,22.5,0.05,0.6397823833333334
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,23.0,0.05,0.6533015000000031
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,23.5,0.05,0.6533015000000031
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,24.0,0.05,0.6533015000000031
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,24.5,0.05,0.6533015000000031
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,25.0,0.05,0.6533015000000031
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,25.5,0.05,0.6533015000000031
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,26.0,0.05,0.6533015000000031
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,26.5,0.05,0.6533015000000031
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,27.0,0.05,0.6533015000000031
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,27.5,0.05,0.6533015000000031
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,28.0,0.05,0.669673233333328
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,28.5,0.05,0.669673233333328
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,29.0,0.05,0.669673233333328
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,29.5,0.05,0.669673233333328
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,30.0,0.05,0.669673233333328
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,30.5,0.05,0.669673233333328
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,31.0,0.05,0.669673233333328
Thermal Conductivity,RF,Fe2O3-Al2O3-TiO2,31.5,0.05,0.669673233333328
